Name,Stage,Lead Length,Place Notation,Type,Interior Notation,Hunt Number
Yelrub Surprise Royal,10,40,"-30-14-50-16-70-18-14-50.12.36.12.90,10",T,-30-14-50-16-70-18-14-50.12.36.12.90.12.36.12.50-14-18-70-16-50-14-30-10,1
Nadur Surprise Royal,10,40,"-30-14-50-16-70-18-14-50.12.36.1278.90,12",T,-30-14-50-16-70-18-14-50.12.36.1278.90.1278.36.12.50-14-18-70-16-50-14-30-12,1
Rudan Surprise Royal,10,40,"-30-14-50-16-70-18-14-50.12.36.1278.90,10",T,-30-14-50-16-70-18-14-50.12.36.1278.90.1278.36.12.50-14-18-70-16-50-14-30-10,1
Thassos Surprise Royal,10,40,"-30-14-50-16-70-18-14-50.12.36.78.90,12",T,-30-14-50-16-70-18-14-50.12.36.78.90.78.36.12.50-14-18-70-16-50-14-30-12,1
Hammerfest Surprise Royal,10,40,"-30-14-50-16-70-18-14-50.12.3678-90,12",T,-30-14-50-16-70-18-14-50.12.3678-90-3678.12.50-14-18-70-16-50-14-30-12,1
Foula Surprise Royal,10,40,"-30-14-50-16-70-18-14-50.12.3678.12.90,12",T,-30-14-50-16-70-18-14-50.12.3678.12.90.12.3678.12.50-14-18-70-16-50-14-30-12,1
Ogof Surprise Royal,10,40,"-30-14-50-16-70-18-14-50.12.3678.12.90,10",T,-30-14-50-16-70-18-14-50.12.3678.12.90.12.3678.12.50-14-18-70-16-50-14-30-10,1
Lilypool Surprise Royal,10,40,"-30-14-50-16-70-18-14-50.1278.36-90,12",T,-30-14-50-16-70-18-14-50.1278.36-90-36.1278.50-14-18-70-16-50-14-30-12,1
Loopylil Surprise Royal,10,40,"-30-14-50-16-70-18-14-50.1278.36-90,10",T,-30-14-50-16-70-18-14-50.1278.36-90-36.1278.50-14-18-70-16-50-14-30-10,1
Naxxar Surprise Royal,10,40,"-30-14-50-16-70-18-14-50.1278.36.12.90,12",T,-30-14-50-16-70-18-14-50.1278.36.12.90.12.36.1278.50-14-18-70-16-50-14-30-12,1
Raxxan Surprise Royal,10,40,"-30-14-50-16-70-18-14-50.1278.36.12.90,10",T,-30-14-50-16-70-18-14-50.1278.36.12.90.12.36.1278.50-14-18-70-16-50-14-30-10,1
Adelachestone Surprise Royal,10,40,"-30-14-50-16-70-18-14-50.1278.36.1278.90,12",T,-30-14-50-16-70-18-14-50.1278.36.1278.90.1278.36.1278.50-14-18-70-16-50-14-30-12,1
Enotsehcaleda Surprise Royal,10,40,"-30-14-50-16-70-18-14-50.1278.36.1278.90,10",T,-30-14-50-16-70-18-14-50.1278.36.1278.90.1278.36.1278.50-14-18-70-16-50-14-30-10,1
Uga Surprise Royal,10,40,"-30-14-50-16-70-18-14-50.1278.36.78.90,12",T,-30-14-50-16-70-18-14-50.1278.36.78.90.78.36.1278.50-14-18-70-16-50-14-30-12,1
Uag Surprise Royal,10,40,"-30-14-50-16-70-18-14-50.1278.36.78.90,10",T,-30-14-50-16-70-18-14-50.1278.36.78.90.78.36.1278.50-14-18-70-16-50-14-30-10,1
Zamora Surprise Royal,10,40,"-30-14-50-16-70-18-14-50.16-14.90,12",T,-30-14-50-16-70-18-14-50.16-14.90.14-16.50-14-18-70-16-50-14-30-12,1
Cherwell Hall Surprise Royal,10,40,"-30-14-50-16-70-18-14-50.36-34.90,12",T,-30-14-50-16-70-18-14-50.36-34.90.34-36.50-14-18-70-16-50-14-30-12,1
Irkutsk Surprise Royal,10,40,"-30-14-50-16-70-18-14-50.78.1236-90,12",T,-30-14-50-16-70-18-14-50.78.1236-90-1236.78.50-14-18-70-16-50-14-30-12,1
Cuernavaca Surprise Royal,10,40,"-30-14-50-16-70-18-14-50.78.1236.78.90,12",T,-30-14-50-16-70-18-14-50.78.1236.78.90.78.1236.78.50-14-18-70-16-50-14-30-12,1
Acavancure Surprise Royal,10,40,"-30-14-50-16-70-18-14-50.78.1236.78.90,10",T,-30-14-50-16-70-18-14-50.78.1236.78.90.78.1236.78.50-14-18-70-16-50-14-30-10,1
Zouche Surprise Royal,10,40,"-30-14-50-16-70-18-14-50.78.36-90,12",T,-30-14-50-16-70-18-14-50.78.36-90-36.78.50-14-18-70-16-50-14-30-12,1
Cullingworth Surprise Royal,10,40,"-30-14-50-16-70-18-14-50.78.36.12.90,12",T,-30-14-50-16-70-18-14-50.78.36.12.90.12.36.78.50-14-18-70-16-50-14-30-12,1
Funfundsechzig Surprise Royal,10,40,"-30-14-50-16-70-18-14-50.78.36.1278.90,12",T,-30-14-50-16-70-18-14-50.78.36.1278.90.1278.36.78.50-14-18-70-16-50-14-30-12,1
Ulverscroft Surprise Royal,10,40,"-30-14-50-16-70-18-14-50.78.36.78.90,12",T,-30-14-50-16-70-18-14-50.78.36.78.90.78.36.78.50-14-18-70-16-50-14-30-12,1
Fillingham Surprise Royal,10,40,"-30-14-50-16-70-18-14-70.36-14.50,12",T,-30-14-50-16-70-18-14-70.36-14.50.14-36.70-14-18-70-16-50-14-30-12,1
Asselby Surprise Royal,10,40,"-30-14-50-16-70-18-1456-50-14-70,12",T,-30-14-50-16-70-18-1456-50-14-70-14-50-1456-18-70-16-50-14-30-12,1
North Stoneham Surprise Royal,10,40,"-30-14-50-16-70-18-16-123470-1258-90,12",T,-30-14-50-16-70-18-16-123470-1258-90-1258-123470-16-18-70-16-50-14-30-12,1
Wras Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270-12.3458.90,12",T,-30-14-50-16-70-18-16-1270-12.3458.90.3458.12-1270-16-18-70-16-50-14-30-12,1
Calke Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270-12.58.90,12",T,-30-14-50-16-70-18-16-1270-12.58.90.58.12-1270-16-18-70-16-50-14-30-12,1
Barchebi Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270-1234.58.90,12",T,-30-14-50-16-70-18-16-1270-1234.58.90.58.1234-1270-16-18-70-16-50-14-30-12,1
Ben Macdui Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270-1258-90,12",T,-30-14-50-16-70-18-16-1270-1258-90-1258-1270-16-18-70-16-50-14-30-12,1
Petlington Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270-1258.34.90,12",T,-30-14-50-16-70-18-16-1270-1258.34.90.34.1258-1270-16-18-70-16-50-14-30-12,1
Totaleclipse Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270-34.1258.90,12",T,-30-14-50-16-70-18-16-1270-34.1258.90.1258.34-1270-16-18-70-16-50-14-30-12,1
Carnmorvel Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270-34.58.90,12",T,-30-14-50-16-70-18-16-1270-34.58.90.58.34-1270-16-18-70-16-50-14-30-12,1
Yaiza Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270-3458-90,12",T,-30-14-50-16-70-18-16-1270-3458-90-3458-1270-16-18-70-16-50-14-30-12,1
Xartica Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270-3458.12.90,12",T,-30-14-50-16-70-18-16-1270-3458.12.90.12.3458-1270-16-18-70-16-50-14-30-12,1
Kirton Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270-58-90,12",T,-30-14-50-16-70-18-16-1270-58-90-58-1270-16-18-70-16-50-14-30-12,1
Norburg Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270-58.12.90,12",T,-30-14-50-16-70-18-16-1270-58.12.90.12.58-1270-16-18-70-16-50-14-30-12,1
Ghanjsielem Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270-58.1234.90,12",T,-30-14-50-16-70-18-16-1270-58.1234.90.1234.58-1270-16-18-70-16-50-14-30-12,1
Swarkestone Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270-58.34.90,12",T,-30-14-50-16-70-18-16-1270-58.34.90.34.58-1270-16-18-70-16-50-14-30-12,1
Ghammar Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270.34-1258.90,12",T,-30-14-50-16-70-18-16-1270.34-1258.90.1258-34.1270-16-18-70-16-50-14-30-12,1
Gzira Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270.34.1258-90,12",T,-30-14-50-16-70-18-16-1270.34.1258-90-1258.34.1270-16-18-70-16-50-14-30-12,1
Monotombo Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270.34.1258.34.90,12",T,-30-14-50-16-70-18-16-1270.34.1258.34.90.34.1258.34.1270-16-18-70-16-50-14-30-12,1
Carrickstarne Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270.34.58-90,12",T,-30-14-50-16-70-18-16-1270.34.58-90-58.34.1270-16-18-70-16-50-14-30-12,1
Woolpack Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270.34.58.12.90,12",T,-30-14-50-16-70-18-16-1270.34.58.12.90.12.58.34.1270-16-18-70-16-50-14-30-12,1
Vierzig Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270.34.58.1234.90,12",T,-30-14-50-16-70-18-16-1270.34.58.1234.90.1234.58.34.1270-16-18-70-16-50-14-30-12,1
Porthcressa Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270.34.58.34.90,12",T,-30-14-50-16-70-18-16-1270.34.58.34.90.34.58.34.1270-16-18-70-16-50-14-30-12,1
Anjeric Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270.3458-12.90,12",T,-30-14-50-16-70-18-16-1270.3458-12.90.12-3458.1270-16-18-70-16-50-14-30-12,1
Minmanueth Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270.3458-1234.90,12",T,-30-14-50-16-70-18-16-1270.3458-1234.90.1234-3458.1270-16-18-70-16-50-14-30-12,1
Ganinick Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270.3458-1278.90,12",T,-30-14-50-16-70-18-16-1270.3458-1278.90.1278-3458.1270-16-18-70-16-50-14-30-12,1
Withies Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270.3458-34.90,12",T,-30-14-50-16-70-18-16-1270.3458-34.90.34-3458.1270-16-18-70-16-50-14-30-12,1
Lyonnesse Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270.3458-3456.90,12",T,-30-14-50-16-70-18-16-1270.3458-3456.90.3456-3458.1270-16-18-70-16-50-14-30-12,1
Pednbrose Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270.3458-5678.90,12",T,-30-14-50-16-70-18-16-1270.3458-5678.90.5678-3458.1270-16-18-70-16-50-14-30-12,1
Santamaria Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270.3458-78.90,12",T,-30-14-50-16-70-18-16-1270.3458-78.90.78-3458.1270-16-18-70-16-50-14-30-12,1
Peggy Longbottom Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270.58-12.90,12",T,-30-14-50-16-70-18-16-1270.58-12.90.12-58.1270-16-18-70-16-50-14-30-12,1
Carnew Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270.58-1234.90,12",T,-30-14-50-16-70-18-16-1270.58-1234.90.1234-58.1270-16-18-70-16-50-14-30-12,1
Ingleby Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270.58-1278.90,12",T,-30-14-50-16-70-18-16-1270.58-1278.90.1278-58.1270-16-18-70-16-50-14-30-12,1
Three Score Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270.58-56.90,12",T,-30-14-50-16-70-18-16-1270.58-56.90.56-58.1270-16-18-70-16-50-14-30-12,1
Godmundesleah Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270.58-5678.90,12",T,-30-14-50-16-70-18-16-1270.58-5678.90.5678-58.1270-16-18-70-16-50-14-30-12,1
Grymaritha Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270.58-78.90,12",T,-30-14-50-16-70-18-16-1270.58-78.90.78-58.1270-16-18-70-16-50-14-30-12,1
Lebensjahre Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270.58.12-90,12",T,-30-14-50-16-70-18-16-1270.58.12-90-12.58.1270-16-18-70-16-50-14-30-12,1
Limersgate Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270.58.12.5678.90,12",T,-30-14-50-16-70-18-16-1270.58.12.5678.90.5678.12.58.1270-16-18-70-16-50-14-30-12,1
Twewince Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270.58.12.78.90,12",T,-30-14-50-16-70-18-16-1270.58.12.78.90.78.12.58.1270-16-18-70-16-50-14-30-12,1
Emmem Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270.58.1234-90,12",T,-30-14-50-16-70-18-16-1270.58.1234-90-1234.58.1270-16-18-70-16-50-14-30-12,1
Ladbrookegrove Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270.58.1234.56.90,12",T,-30-14-50-16-70-18-16-1270.58.1234.56.90.56.1234.58.1270-16-18-70-16-50-14-30-12,1
Kilopeal Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270.58.34.12.90,12",T,-30-14-50-16-70-18-16-1270.58.34.12.90.12.34.58.1270-16-18-70-16-50-14-30-12,1
Wingletang Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270.58.34.56.90,12",T,-30-14-50-16-70-18-16-1270.58.34.56.90.56.34.58.1270-16-18-70-16-50-14-30-12,1
Gorregan Surprise Royal,10,40,"-30-14-50-16-70-18-16-1270.58.34.5678.90,12",T,-30-14-50-16-70-18-16-1270.58.34.5678.90.5678.34.58.1270-16-18-70-16-50-14-30-12,1
Botolfston Surprise Royal,10,40,"-30-14-50-16-70-18-16-1470-1458-90,12",T,-30-14-50-16-70-18-16-1470-1458-90-1458-1470-16-18-70-16-50-14-30-12,1
Guinate Surprise Royal,10,40,"-30-14-50-16-70-18-16-1470-58.14.90,12",T,-30-14-50-16-70-18-16-1470-58.14.90.14.58-1470-16-18-70-16-50-14-30-12,1
Kamenka Surprise Royal,10,40,"-30-14-50-16-70-18-16-1470.58-1456.90,12",T,-30-14-50-16-70-18-16-1470.58-1456.90.1456-58.1470-16-18-70-16-50-14-30-12,1
Deresford Surprise Royal,10,40,"-30-14-50-16-70-18-16-1470.58.14-90,12",T,-30-14-50-16-70-18-16-1470.58.14-90-14.58.1470-16-18-70-16-50-14-30-12,1
Swansong Surprise Royal,10,40,"-30-14-50-16-70-18-16-1470.58.14.56.90,12",T,-30-14-50-16-70-18-16-1470.58.14.56.90.56.14.58.1470-16-18-70-16-50-14-30-12,1
Haria Surprise Royal,10,40,"-30-14-50-16-70-18-16-1470.58.14.5678.90,12",T,-30-14-50-16-70-18-16-1470.58.14.5678.90.5678.14.58.1470-16-18-70-16-50-14-30-12,1
Xaghra Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470-12.58.90,12",T,-30-14-50-16-70-18-16-3470-12.58.90.58.12-3470-16-18-70-16-50-14-30-12,1
Fennel Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470-1258-90,12",T,-30-14-50-16-70-18-16-3470-1258-90-1258-3470-16-18-70-16-50-14-30-12,1
Bassett Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470-1258.34.90,12",T,-30-14-50-16-70-18-16-3470-1258.34.90.34.1258-3470-16-18-70-16-50-14-30-12,1
Bescaby Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470-34.58.90,12",T,-30-14-50-16-70-18-16-3470-34.58.90.58.34-3470-16-18-70-16-50-14-30-12,1
Stonesby Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470-3458-90,12",T,-30-14-50-16-70-18-16-3470-3458-90-3458-3470-16-18-70-16-50-14-30-12,1
Yucca Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470-3458.12.90,12",T,-30-14-50-16-70-18-16-3470-3458.12.90.12.3458-3470-16-18-70-16-50-14-30-12,1
Wyville Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470-58-90,12",T,-30-14-50-16-70-18-16-3470-58-90-58-3470-16-18-70-16-50-14-30-12,1
Vendune Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470-58.12.90,12",T,-30-14-50-16-70-18-16-3470-58.12.90.12.58-3470-16-18-70-16-50-14-30-12,1
Maguez Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470-58.1234.90,12",T,-30-14-50-16-70-18-16-3470-58.1234.90.1234.58-3470-16-18-70-16-50-14-30-12,1
Stovenebi Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470-58.34.90,12",T,-30-14-50-16-70-18-16-3470-58.34.90.34.58-3470-16-18-70-16-50-14-30-12,1
Pachintone Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470.12.34.58.90,12",T,-30-14-50-16-70-18-16-3470.12.34.58.90.58.34.12.3470-16-18-70-16-50-14-30-12,1
Mellieha Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470.12.3458-90,12",T,-30-14-50-16-70-18-16-3470.12.3458-90-3458.12.3470-16-18-70-16-50-14-30-12,1
Naylestone Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470.12.3458.12.90,12",T,-30-14-50-16-70-18-16-3470.12.3458.12.90.12.3458.12.3470-16-18-70-16-50-14-30-12,1
Arrieta Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470.12.58-90,12",T,-30-14-50-16-70-18-16-3470.12.58-90-58.12.3470-16-18-70-16-50-14-30-12,1
Tredecim Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470.12.58.12.90,12",T,-30-14-50-16-70-18-16-3470.12.58.12.90.12.58.12.3470-16-18-70-16-50-14-30-12,1
Zantman Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470.12.58.1234.90,12",T,-30-14-50-16-70-18-16-3470.12.58.1234.90.1234.58.12.3470-16-18-70-16-50-14-30-12,1
Redebi Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470.12.58.34.90,12",T,-30-14-50-16-70-18-16-3470.12.58.34.90.34.58.12.3470-16-18-70-16-50-14-30-12,1
Lunnon Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470.1258-1234.90,12",T,-30-14-50-16-70-18-16-3470.1258-1234.90.1234-1258.3470-16-18-70-16-50-14-30-12,1
Lethegus Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470.1258-5678.90,12",T,-30-14-50-16-70-18-16-3470.1258-5678.90.5678-1258.3470-16-18-70-16-50-14-30-12,1
Settanta Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470.1258.34.5678.90,12",T,-30-14-50-16-70-18-16-3470.1258.34.5678.90.5678.34.1258.3470-16-18-70-16-50-14-30-12,1
Goldenjubilee Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470.58-34.90,12",T,-30-14-50-16-70-18-16-3470.58-34.90.34-58.3470-16-18-70-16-50-14-30-12,1
Watermill Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470.58-3456.90,12",T,-30-14-50-16-70-18-16-3470.58-3456.90.3456-58.3470-16-18-70-16-50-14-30-12,1
Gugh Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470.58-56.90,12",T,-30-14-50-16-70-18-16-3470.58-56.90.56-58.3470-16-18-70-16-50-14-30-12,1
Joel Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470.58-5678.90,12",T,-30-14-50-16-70-18-16-3470.58-5678.90.5678-58.3470-16-18-70-16-50-14-30-12,1
Fredebie Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470.58.12.34.90,12",T,-30-14-50-16-70-18-16-3470.58.12.34.90.34.12.58.3470-16-18-70-16-50-14-30-12,1
Orzola Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470.58.12.3456.90,12",T,-30-14-50-16-70-18-16-3470.58.12.3456.90.3456.12.58.3470-16-18-70-16-50-14-30-12,1
Joshua Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470.58.12.3478.90,12",T,-30-14-50-16-70-18-16-3470.58.12.3478.90.3478.12.58.3470-16-18-70-16-50-14-30-12,1
Eliot Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470.58.12.5678.90,12",T,-30-14-50-16-70-18-16-3470.58.12.5678.90.5678.12.58.3470-16-18-70-16-50-14-30-12,1
Saltebi Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470.58.1234.78.90,12",T,-30-14-50-16-70-18-16-3470.58.1234.78.90.78.1234.58.3470-16-18-70-16-50-14-30-12,1
Craggyellis Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470.58.34-90,12",T,-30-14-50-16-70-18-16-3470.58.34-90-34.58.3470-16-18-70-16-50-14-30-12,1
Bellrock Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470.58.34.1256.90,12",T,-30-14-50-16-70-18-16-3470.58.34.1256.90.1256.34.58.3470-16-18-70-16-50-14-30-12,1
Misterex Surprise Royal,10,40,"-30-14-50-16-70-18-16-3470.58.34.5678.90,12",T,-30-14-50-16-70-18-16-3470.58.34.5678.90.5678.34.58.3470-16-18-70-16-50-14-30-12,1
Old Bill Surprise Royal,10,40,"-30-14-50-16-70-18-16-30.16-1458.90,12",T,-30-14-50-16-70-18-16-30.16-1458.90.1458-16.30-16-18-70-16-50-14-30-12,1
Boston Surprise Royal,10,40,"-30-14-50-16-70-18-16-70-1258-90,12",T,-30-14-50-16-70-18-16-70-1258-90-1258-70-16-18-70-16-50-14-30-12,1
Gweal Surprise Royal,10,40,"-30-14-50-16-70-18-16-70-1258.34.90,12",T,-30-14-50-16-70-18-16-70-1258.34.90.34.1258-70-16-18-70-16-50-14-30-12,1
Porthloo Surprise Royal,10,40,"-30-14-50-16-70-18-16-70-34.58.90,12",T,-30-14-50-16-70-18-16-70-34.58.90.58.34-70-16-18-70-16-50-14-30-12,1
Medeshamstede Surprise Royal,10,40,"-30-14-50-16-70-18-16-70-3458-90,12",T,-30-14-50-16-70-18-16-70-3458-90-3458-70-16-18-70-16-50-14-30-12,1
Ranneys Surprise Royal,10,40,"-30-14-50-16-70-18-16-70-3458.12.90,12",T,-30-14-50-16-70-18-16-70-3458.12.90.12.3458-70-16-18-70-16-50-14-30-12,1
Lincolnshire Surprise Royal,10,40,"-30-14-50-16-70-18-16-70-58-90,12",T,-30-14-50-16-70-18-16-70-58-90-58-70-16-18-70-16-50-14-30-12,1
Countesthorpe Surprise Royal,10,40,"-30-14-50-16-70-18-16-70-58-90,10",T,-30-14-50-16-70-18-16-70-58-90-58-70-16-18-70-16-50-14-30-10,1
Biggal Surprise Royal,10,40,"-30-14-50-16-70-18-16-70-58.12.90,12",T,-30-14-50-16-70-18-16-70-58.12.90.12.58-70-16-18-70-16-50-14-30-12,1
Kexby Surprise Royal,10,40,"-30-14-50-16-70-18-16-70-58.1234.90,12",T,-30-14-50-16-70-18-16-70-58.1234.90.1234.58-70-16-18-70-16-50-14-30-12,1
Inisvrank Surprise Royal,10,40,"-30-14-50-16-70-18-16-70.12.3458-90,12",T,-30-14-50-16-70-18-16-70.12.3458-90-3458.12.70-16-18-70-16-50-14-30-12,1
Hellweathers Surprise Royal,10,40,"-30-14-50-16-70-18-16-70.12.3458.12.90,12",T,-30-14-50-16-70-18-16-70.12.3458.12.90.12.3458.12.70-16-18-70-16-50-14-30-12,1
Mudford Surprise Royal,10,40,"-30-14-50-16-70-18-16-70.12.58-90,12",T,-30-14-50-16-70-18-16-70.12.58-90-58.12.70-16-18-70-16-50-14-30-12,1
Ibis Surprise Royal,10,40,"-30-14-50-16-70-18-16-70.12.58.12.90,12",T,-30-14-50-16-70-18-16-70.12.58.12.90.12.58.12.70-16-18-70-16-50-14-30-12,1
Nornour Surprise Royal,10,40,"-30-14-50-16-70-18-16-70.12.58.1234.90,12",T,-30-14-50-16-70-18-16-70.12.58.1234.90.1234.58.12.70-16-18-70-16-50-14-30-12,1
Soixantedix Surprise Royal,10,40,"-30-14-50-16-70-18-16-70.12.58.34.90,12",T,-30-14-50-16-70-18-16-70.12.58.34.90.34.58.12.70-16-18-70-16-50-14-30-12,1
Ganilly Surprise Royal,10,40,"-30-14-50-16-70-18-16-70.1234.58-90,12",T,-30-14-50-16-70-18-16-70.1234.58-90-58.1234.70-16-18-70-16-50-14-30-12,1
Menavaur Surprise Royal,10,40,"-30-14-50-16-70-18-16-70.1234.58.12.90,12",T,-30-14-50-16-70-18-16-70.1234.58.12.90.12.58.1234.70-16-18-70-16-50-14-30-12,1
Femes Surprise Royal,10,40,"-30-14-50-16-70-18-16-70.1234.58.1234.90,12",T,-30-14-50-16-70-18-16-70.1234.58.1234.90.1234.58.1234.70-16-18-70-16-50-14-30-12,1
Browarth Surprise Royal,10,40,"-30-14-50-16-70-18-16-70.1234.58.34.90,12",T,-30-14-50-16-70-18-16-70.1234.58.34.90.34.58.1234.70-16-18-70-16-50-14-30-12,1
Mdina Surprise Royal,10,40,"-30-14-50-16-70-18-16-70.1258-5678.90,12",T,-30-14-50-16-70-18-16-70.1258-5678.90.5678-1258.70-16-18-70-16-50-14-30-12,1
Annet Surprise Royal,10,40,"-30-14-50-16-70-18-16-70.1258.34.1278.90,12",T,-30-14-50-16-70-18-16-70.1258.34.1278.90.1278.34.1258.70-16-18-70-16-50-14-30-12,1
Salakee Surprise Royal,10,40,"-30-14-50-16-70-18-16-70.1258.34.5678.90,12",T,-30-14-50-16-70-18-16-70.1258.34.5678.90.5678.34.1258.70-16-18-70-16-50-14-30-12,1
Novecentonovantanove Surprise Royal,10,40,"-30-14-50-16-70-18-16-70.14.58.14.90,12",T,-30-14-50-16-70-18-16-70.14.58.14.90.14.58.14.70-16-18-70-16-50-14-30-12,1
Trenemene Surprise Royal,10,40,"-30-14-50-16-70-18-16-70.1458-14.90,12",T,-30-14-50-16-70-18-16-70.1458-14.90.14-1458.70-16-18-70-16-50-14-30-12,1
Nazaret Surprise Royal,10,40,"-30-14-50-16-70-18-16-70.1458-1456.90,12",T,-30-14-50-16-70-18-16-70.1458-1456.90.1456-1458.70-16-18-70-16-50-14-30-12,1
Halangy Surprise Royal,10,40,"-30-14-50-16-70-18-16-70.34.1258-90,12",T,-30-14-50-16-70-18-16-70.34.1258-90-1258.34.70-16-18-70-16-50-14-30-12,1
Pichewell Surprise Royal,10,40,"-30-14-50-16-70-18-16-70.34.1258.34.90,12",T,-30-14-50-16-70-18-16-70.34.1258.34.90.34.1258.34.70-16-18-70-16-50-14-30-12,1
Menrounds Surprise Royal,10,40,"-30-14-50-16-70-18-16-70.34.58-90,12",T,-30-14-50-16-70-18-16-70.34.58-90-58.34.70-16-18-70-16-50-14-30-12,1
Castinicks Surprise Royal,10,40,"-30-14-50-16-70-18-16-70.34.58.12.90,12",T,-30-14-50-16-70-18-16-70.34.58.12.90.12.58.34.70-16-18-70-16-50-14-30-12,1
Birbuba Surprise Royal,10,40,"-30-14-50-16-70-18-16-70.34.58.1234.90,12",T,-30-14-50-16-70-18-16-70.34.58.1234.90.1234.58.34.70-16-18-70-16-50-14-30-12,1
Neunundsechzig Surprise Royal,10,40,"-30-14-50-16-70-18-16-70.34.58.34.90,12",T,-30-14-50-16-70-18-16-70.34.58.34.90.34.58.34.70-16-18-70-16-50-14-30-12,1
Vatnajokull Surprise Royal,10,40,"-30-14-50-16-70-18-16-70.34.58.34.90,10",T,-30-14-50-16-70-18-16-70.34.58.34.90.34.58.34.70-16-18-70-16-50-14-30-10,1
Steval Surprise Royal,10,40,"-30-14-50-16-70-18-16-70.3458-5678.90,12",T,-30-14-50-16-70-18-16-70.3458-5678.90.5678-3458.70-16-18-70-16-50-14-30-12,1
Bryher Surprise Royal,10,40,"-30-14-50-16-70-18-16-70.3458.12.3456.90,12",T,-30-14-50-16-70-18-16-70.3458.12.3456.90.3456.12.3458.70-16-18-70-16-50-14-30-12,1
Mgarr Surprise Royal,10,40,"-30-14-50-16-70-18-16-70.3458.12.5678.90,12",T,-30-14-50-16-70-18-16-70.3458.12.5678.90.5678.12.3458.70-16-18-70-16-50-14-30-12,1
